FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Geographic Identifier,Total Population,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied
6037620001,Census Tract 6200.01,"Census Tract 6200.01, Los Angeles County, California",6,37,620001,14000US06037620001,4236,1536,1451,676,775
6037620002,Census Tract 6200.02,"Census Tract 6200.02, Los Angeles County, California",6,37,620002,14000US06037620002,3494,1558,1457,428,1029
6037620101,Census Tract 6201.01,"Census Tract 6201.01, Los Angeles County, California",6,37,620101,14000US06037620101,5558,2224,2201,1310,891
6037620102,Census Tract 6201.02,"Census Tract 6201.02, Los Angeles County, California",6,37,620102,14000US06037620102,3562,1657,1530,524,1006
6037620201,Census Tract 6202.01,"Census Tract 6202.01, Los Angeles County, California",6,37,620201,14000US06037620201,1568,1059,926,291,635
6037620301,Census Tract 6203.01,"Census Tract 6203.01, Los Angeles County, California",6,37,620301,14000US06037620301,4942,1777,1664,1438,226
6037620303,Census Tract 6203.03,"Census Tract 6203.03, Los Angeles County, California",6,37,620303,14000US06037620303,4569,1795,1543,1251,292
6037620305,Census Tract 6203.05,"Census Tract 6203.05, Los Angeles County, California",6,37,620305,14000US06037620305,5876,3123,2482,1372,1110
6037620400,Census Tract 6204,"Census Tract 6204, Los Angeles County, California",6,37,620400,14000US06037620400,5040,2188,1976,1517,459
6037620501,Census Tract 6205.01,"Census Tract 6205.01, Los Angeles County, California",6,37,620501,14000US06037620501,6063,2142,2142,1120,1022
6037620521,Census Tract 6205.21,"Census Tract 6205.21, Los Angeles County, California",6,37,620521,14000US06037620521,4092,1684,1551,695,856
6037620522,Census Tract 6205.22,"Census Tract 6205.22, Los Angeles County, California",6,37,620522,14000US06037620522,4968,1916,1805,883,922
6037620601,Census Tract 6206.01,"Census Tract 6206.01, Los Angeles County, California",6,37,620601,14000US06037620601,5030,2507,2246,1109,1137
6037620602,Census Tract 6206.02,"Census Tract 6206.02, Los Angeles County, California",6,37,620602,14000US06037620602,5165,2083,1909,1482,427
6037620701,Census Tract 6207.01,"Census Tract 6207.01, Los Angeles County, California",6,37,620701,14000US06037620701,7184,2891,2800,1679,1121
6037620702,Census Tract 6207.02,"Census Tract 6207.02, Los Angeles County, California",6,37,620702,14000US06037620702,7391,2645,2537,1777,760
6037620800,Census Tract 6208,"Census Tract 6208, Los Angeles County, California",6,37,620800,14000US06037620800,7735,2920,2775,2053,722
6037620901,Census Tract 6209.01,"Census Tract 6209.01, Los Angeles County, California",6,37,620901,14000US06037620901,2943,1057,1004,816,188
6037620904,Census Tract 6209.04,"Census Tract 6209.04, Los Angeles County, California",6,37,620904,14000US06037620904,2900,1444,1150,712,438
6037621001,Census Tract 6210.01,"Census Tract 6210.01, Los Angeles County, California",6,37,621001,14000US06037621001,4457,2031,1945,1080,865
6037621002,Census Tract 6210.02,"Census Tract 6210.02, Los Angeles County, California",6,37,621002,14000US06037621002,976,636,502,190,312
6037621004,Census Tract 6210.04,"Census Tract 6210.04, Los Angeles County, California",6,37,621004,14000US06037621004,4247,2433,2071,958,1113
6037621102,Census Tract 6211.02,"Census Tract 6211.02, Los Angeles County, California",6,37,621102,14000US06037621102,2896,1297,1170,816,354
6037621104,Census Tract 6211.04,"Census Tract 6211.04, Los Angeles County, California",6,37,621104,14000US06037621104,7074,3652,3291,1327,1964
6037621201,Census Tract 6212.01,"Census Tract 6212.01, Los Angeles County, California",6,37,621201,14000US06037621201,6601,2716,2519,1338,1181
6037621204,Census Tract 6212.04,"Census Tract 6212.04, Los Angeles County, California",6,37,621204,14000US06037621204,3142,2082,1840,534,1306
6037621301,Census Tract 6213.01,"Census Tract 6213.01, Los Angeles County, California",6,37,621301,14000US06037621301,6819,3085,2765,1315,1450
6037621324,Census Tract 6213.24,"Census Tract 6213.24, Los Angeles County, California",6,37,621324,14000US06037621324,3804,2292,1980,658,1322
6037621326,Census Tract 6213.26,"Census Tract 6213.26, Los Angeles County, California",6,37,621326,14000US06037621326,2945,1900,1657,404,1253
6037621400,Census Tract 6214,"Census Tract 6214, Los Angeles County, California",6,37,621400,14000US06037621400,4496,2036,1870,955,915
6037650001,Census Tract 6500.01,"Census Tract 6500.01, Los Angeles County, California",6,37,650001,14000US06037650001,5617,2262,2072,1346,726
6037650003,Census Tract 6500.03,"Census Tract 6500.03, Los Angeles County, California",6,37,650003,14000US06037650003,3200,1286,1172,386,786
6037650004,Census Tract 6500.04,"Census Tract 6500.04, Los Angeles County, California",6,37,650004,14000US06037650004,4023,1642,1496,635,861
6037650101,Census Tract 6501.01,"Census Tract 6501.01, Los Angeles County, California",6,37,650101,14000US06037650101,6022,2175,2033,1600,433
6037650102,Census Tract 6501.02,"Census Tract 6501.02, Los Angeles County, California",6,37,650102,14000US06037650102,2252,781,751,580,171
6037650200,Census Tract 6502,"Census Tract 6502, Los Angeles County, California",6,37,650200,14000US06037650200,6100,1961,1935,1482,453
6037650300,Census Tract 6503,"Census Tract 6503, Los Angeles County, California",6,37,650300,14000US06037650300,7147,2645,2446,1124,1322
6037650401,Census Tract 6504.01,"Census Tract 6504.01, Los Angeles County, California",6,37,650401,14000US06037650401,4728,1551,1474,1100,374
6037650501,Census Tract 6505.01,"Census Tract 6505.01, Los Angeles County, California",6,37,650501,14000US06037650501,3055,1062,1041,908,133
6037650502,Census Tract 6505.02,"Census Tract 6505.02, Los Angeles County, California",6,37,650502,14000US06037650502,4330,1621,1501,1023,478
6037650602,Census Tract 6506.02,"Census Tract 6506.02, Los Angeles County, California",6,37,650602,14000US06037650602,7451,3052,2801,493,2308
6037650603,Census Tract 6506.03,"Census Tract 6506.03, Los Angeles County, California",6,37,650603,14000US06037650603,3694,1570,1465,859,606
6037650604,Census Tract 6506.04,"Census Tract 6506.04, Los Angeles County, California",6,37,650604,14000US06037650604,5855,2543,2445,135,2310
6037650605,Census Tract 6506.05,"Census Tract 6506.05, Los Angeles County, California",6,37,650605,14000US06037650605,3026,1173,1132,363,769
6037650701,Census Tract 6507.01,"Census Tract 6507.01, Los Angeles County, California",6,37,650701,14000US06037650701,2478,1023,961,789,172
6037650702,Census Tract 6507.02,"Census Tract 6507.02, Los Angeles County, California",6,37,650702,14000US06037650702,4815,1619,1569,1348,221
6037650800,Census Tract 6508,"Census Tract 6508, Los Angeles County, California",6,37,650800,14000US06037650800,6550,3125,2759,1712,1047
6037650901,Census Tract 6509.01,"Census Tract 6509.01, Los Angeles County, California",6,37,650901,14000US06037650901,5436,2715,2393,1007,1386
6037650902,Census Tract 6509.02,"Census Tract 6509.02, Los Angeles County, California",6,37,650902,14000US06037650902,6776,2763,2536,1114,1422
6037651001,Census Tract 6510.01,"Census Tract 6510.01, Los Angeles County, California",6,37,651001,14000US06037651001,5574,1927,1796,1384,412
6037651002,Census Tract 6510.02,"Census Tract 6510.02, Los Angeles County, California",6,37,651002,14000US06037651002,4845,1782,1719,1014,705
6037651101,Census Tract 6511.01,"Census Tract 6511.01, Los Angeles County, California",6,37,651101,14000US06037651101,5229,1948,1842,1051,791
6037651102,Census Tract 6511.02,"Census Tract 6511.02, Los Angeles County, California",6,37,651102,14000US06037651102,3656,1773,1673,780,893
6037651201,Census Tract 6512.01,"Census Tract 6512.01, Los Angeles County, California",6,37,651201,14000US06037651201,4834,1766,1667,1473,194
6037651221,Census Tract 6512.21,"Census Tract 6512.21, Los Angeles County, California",6,37,651221,14000US06037651221,3596,1440,1389,398,991
6037651222,Census Tract 6512.22,"Census Tract 6512.22, Los Angeles County, California",6,37,651222,14000US06037651222,6369,2491,2302,730,1572
6037651302,Census Tract 6513.02,"Census Tract 6513.02, Los Angeles County, California",6,37,651302,14000US06037651302,6032,2524,2281,1734,547
6037651304,Census Tract 6513.04,"Census Tract 6513.04, Los Angeles County, California",6,37,651304,14000US06037651304,4650,2536,2280,1199,1081
6037651401,Census Tract 6514.01,"Census Tract 6514.01, Los Angeles County, California",6,37,651401,14000US06037651401,2602,1190,1135,771,364
6037651402,Census Tract 6514.02,"Census Tract 6514.02, Los Angeles County, California",6,37,651402,14000US06037651402,6450,2337,2294,1525,769
6037670001,Census Tract 6700.01,"Census Tract 6700.01, Los Angeles County, California",6,37,670001,14000US06037670001,3486,1382,1355,896,459
6037670002,Census Tract 6700.02,"Census Tract 6700.02, Los Angeles County, California",6,37,670002,14000US06037670002,3997,1538,1496,666,830
6037670003,Census Tract 6700.03,"Census Tract 6700.03, Los Angeles County, California",6,37,670003,14000US06037670003,5732,2461,2264,1118,1146
6037670100,Census Tract 6701,"Census Tract 6701, Los Angeles County, California",6,37,670100,14000US06037670100,6742,2857,2770,1082,1688
6037670201,Census Tract 6702.01,"Census Tract 6702.01, Los Angeles County, California",6,37,670201,14000US06037670201,3812,1557,1443,1184,259
6037670202,Census Tract 6702.02,"Census Tract 6702.02, Los Angeles County, California",6,37,670202,14000US06037670202,2562,917,883,828,55
6037670324,Census Tract 6703.24,"Census Tract 6703.24, Los Angeles County, California",6,37,670324,14000US06037670324,5109,2160,1801,1547,254
6037670326,Census Tract 6703.26,"Census Tract 6703.26, Los Angeles County, California",6,37,670326,14000US06037670326,3514,1507,1301,1165,136
6037670328,Census Tract 6703.28,"Census Tract 6703.28, Los Angeles County, California",6,37,670328,14000US06037670328,4900,1775,1704,1464,240
6037670403,Census Tract 6704.03,"Census Tract 6704.03, Los Angeles County, California",6,37,670403,14000US06037670403,2763,1044,1014,899,115
6037670405,Census Tract 6704.05,"Census Tract 6704.05, Los Angeles County, California",6,37,670405,14000US06037670405,2818,1243,1110,878,232
6037670406,Census Tract 6704.06,"Census Tract 6704.06, Los Angeles County, California",6,37,670406,14000US06037670406,1858,689,655,627,28
6037670407,Census Tract 6704.07,"Census Tract 6704.07, Los Angeles County, California",6,37,670407,14000US06037670407,6179,2431,2287,1145,1142
6037670411,Census Tract 6704.11,"Census Tract 6704.11, Los Angeles County, California",6,37,670411,14000US06037670411,4553,1696,1581,1350,231
6037670413,Census Tract 6704.13,"Census Tract 6704.13, Los Angeles County, California",6,37,670413,14000US06037670413,4767,1952,1802,1454,348
6037670416,Census Tract 6704.16,"Census Tract 6704.16, Los Angeles County, California",6,37,670416,14000US06037670416,4370,1722,1586,1021,565
6037670500,Census Tract 6705,"Census Tract 6705, Los Angeles County, California",6,37,670500,14000US06037670500,1630,712,591,567,24
6037670602,Census Tract 6706.02,"Census Tract 6706.02, Los Angeles County, California",6,37,670602,14000US06037670602,6905,3100,2629,2053,576
6037670701,Census Tract 6707.01,"Census Tract 6707.01, Los Angeles County, California",6,37,670701,14000US06037670701,7076,2546,2529,2139,390
6037670702,Census Tract 6707.02,"Census Tract 6707.02, Los Angeles County, California",6,37,670702,14000US06037670702,5555,2124,2000,1926,74
6037700101,Census Tract 7001.01,"Census Tract 7001.01, Los Angeles County, California",6,37,700101,14000US06037700101,5265,3822,3485,217,3268
6037700102,Census Tract 7001.02,"Census Tract 7001.02, Los Angeles County, California",6,37,700102,14000US06037700102,4306,2978,2840,111,2729
6037700200,Census Tract 7002,"Census Tract 7002, Los Angeles County, California",6,37,700200,14000US06037700200,7082,4750,4516,528,3988
6037700300,Census Tract 7003,"Census Tract 7003, Los Angeles County, California",6,37,700300,14000US06037700300,6461,4314,4106,1079,3027
6037700400,Census Tract 7004,"Census Tract 7004, Los Angeles County, California",6,37,700400,14000US06037700400,5529,3594,3324,938,2386
6037700501,Census Tract 7005.01,"Census Tract 7005.01, Los Angeles County, California",6,37,700501,14000US06037700501,3567,2883,2385,880,1505
6037700502,Census Tract 7005.02,"Census Tract 7005.02, Los Angeles County, California",6,37,700502,14000US06037700502,4174,3440,2882,904,1978
6037700600,Census Tract 7006,"Census Tract 7006, Los Angeles County, California",6,37,700600,14000US06037700600,5198,2221,1759,1589,170
6037700700,Census Tract 7007,"Census Tract 7007, Los Angeles County, California",6,37,700700,14000US06037700700,3537,1341,1101,1022,79
6037700801,Census Tract 7008.01,"Census Tract 7008.01, Los Angeles County, California",6,37,700801,14000US06037700801,4924,3197,2518,732,1786
6037700802,Census Tract 7008.02,"Census Tract 7008.02, Los Angeles County, California",6,37,700802,14000US06037700802,4066,2313,2025,463,1562
6037700901,Census Tract 7009.01,"Census Tract 7009.01, Los Angeles County, California",6,37,700901,14000US06037700901,3495,1791,1530,685,845
6037700902,Census Tract 7009.02,"Census Tract 7009.02, Los Angeles County, California",6,37,700902,14000US06037700902,7519,3770,3407,671,2736
6037701000,Census Tract 7010,"Census Tract 7010, Los Angeles County, California",6,37,701000,14000US06037701000,5623,3111,2660,1047,1613
6037701100,Census Tract 7011,"Census Tract 7011, Los Angeles County, California",6,37,701100,14000US06037701100,1096,74,64,17,47
6037701201,Census Tract 7012.01,"Census Tract 7012.01, Los Angeles County, California",6,37,701201,14000US06037701201,3961,1720,1437,1290,147
6037701202,Census Tract 7012.02,"Census Tract 7012.02, Los Angeles County, California",6,37,701202,14000US06037701202,3475,1928,1721,556,1165
6037701302,Census Tract 7013.02,"Census Tract 7013.02, Los Angeles County, California",6,37,701302,14000US06037701302,4880,3040,2770,479,2291
6037701304,Census Tract 7013.04,"Census Tract 7013.04, Los Angeles County, California",6,37,701304,14000US06037701304,6223,3578,2888,1478,1410
6037701402,Census Tract 7014.02,"Census Tract 7014.02, Los Angeles County, California",6,37,701402,14000US06037701402,5877,4567,3699,250,3449
6037701501,Census Tract 7015.01,"Census Tract 7015.01, Los Angeles County, California",6,37,701501,14000US06037701501,5238,2897,2696,645,2051
6037701502,Census Tract 7015.02,"Census Tract 7015.02, Los Angeles County, California",6,37,701502,14000US06037701502,3672,2031,1776,316,1460
6037701601,Census Tract 7016.01,"Census Tract 7016.01, Los Angeles County, California",6,37,701601,14000US06037701601,4411,1894,1745,998,747
6037701602,Census Tract 7016.02,"Census Tract 7016.02, Los Angeles County, California",6,37,701602,14000US06037701602,3798,2125,1883,701,1182
6037701701,Census Tract 7017.01,"Census Tract 7017.01, Los Angeles County, California",6,37,701701,14000US06037701701,3512,1908,1775,503,1272
6037701702,Census Tract 7017.02,"Census Tract 7017.02, Los Angeles County, California",6,37,701702,14000US06037701702,3489,2036,1733,178,1555
6037701801,Census Tract 7018.01,"Census Tract 7018.01, Los Angeles County, California",6,37,701801,14000US06037701801,7092,2825,2768,511,2257
6037701802,Census Tract 7018.02,"Census Tract 7018.02, Los Angeles County, California",6,37,701802,14000US06037701802,4374,1910,1761,273,1488
6037701902,Census Tract 7019.02,"Census Tract 7019.02, Los Angeles County, California",6,37,701902,14000US06037701902,4598,3545,3022,155,2867
6037702002,Census Tract 7020.02,"Census Tract 7020.02, Los Angeles County, California",6,37,702002,14000US06037702002,6370,3807,3454,915,2539
6037702102,Census Tract 7021.02,"Census Tract 7021.02, Los Angeles County, California",6,37,702102,14000US06037702102,6020,4000,3748,754,2994
6037702201,Census Tract 7022.01,"Census Tract 7022.01, Los Angeles County, California",6,37,702201,14000US06037702201,4387,2221,2019,734,1285
6037702202,Census Tract 7022.02,"Census Tract 7022.02, Los Angeles County, California",6,37,702202,14000US06037702202,4000,1781,1693,894,799
6037702300,Census Tract 7023,"Census Tract 7023, Los Angeles County, California",6,37,702300,14000US06037702300,6701,3088,2899,1361,1538
6037702400,Census Tract 7024,"Census Tract 7024, Los Angeles County, California",6,37,702400,14000US06037702400,4426,1986,1925,620,1305
6037702501,Census Tract 7025.01,"Census Tract 7025.01, Los Angeles County, California",6,37,702501,14000US06037702501,4757,2182,1939,1108,831
6037702502,Census Tract 7025.02,"Census Tract 7025.02, Los Angeles County, California",6,37,702502,14000US06037702502,3983,2132,1974,1305,669
6037702600,Census Tract 7026,"Census Tract 7026, Los Angeles County, California",6,37,702600,14000US06037702600,6216,2341,2288,1773,515
6037702700,Census Tract 7027,"Census Tract 7027, Los Angeles County, California",6,37,702700,14000US06037702700,3521,1305,1280,991,289
6037702801,Census Tract 7028.01,"Census Tract 7028.01, Los Angeles County, California",6,37,702801,14000US06037702801,4978,2233,2066,794,1272
6037702802,Census Tract 7028.02,"Census Tract 7028.02, Los Angeles County, California",6,37,702802,14000US06037702802,2397,907,898,419,479
6037702803,Census Tract 7028.03,"Census Tract 7028.03, Los Angeles County, California",6,37,702803,14000US06037702803,3167,1234,1226,404,822
6037702901,Census Tract 7029.01,"Census Tract 7029.01, Los Angeles County, California",6,37,702901,14000US06037702901,9771,6132,5477,301,5176
6037703001,Census Tract 7030.01,"Census Tract 7030.01, Los Angeles County, California",6,37,703001,14000US06037703001,6288,3255,3070,1596,1474
6037703002,Census Tract 7030.02,"Census Tract 7030.02, Los Angeles County, California",6,37,703002,14000US06037703002,7210,3010,2844,2164,680
6037703100,Census Tract 7031,"Census Tract 7031, Los Angeles County, California",6,37,703100,14000US06037703100,5935,2607,2412,1691,721
6037703200,Census Tract 7032,"Census Tract 7032, Los Angeles County, California",6,37,703200,14000US06037703200,5645,2520,2281,1839,442
6037800101,Census Tract 8001.01,"Census Tract 8001.01, Los Angeles County, California",6,37,800101,14000US06037800101,5647,1999,1949,1745,204
6037800102,Census Tract 8001.02,"Census Tract 8001.02, Los Angeles County, California",6,37,800102,14000US06037800102,6577,2913,2552,2006,546
6037800202,Census Tract 8002.02,"Census Tract 8002.02, Los Angeles County, California",6,37,800202,14000US06037800202,5923,2097,2015,1751,264
6037800203,Census Tract 8002.03,"Census Tract 8002.03, Los Angeles County, California",6,37,800203,14000US06037800203,5568,2054,1992,1399,593
6037800204,Census Tract 8002.04,"Census Tract 8002.04, Los Angeles County, California",6,37,800204,14000US06037800204,4604,1868,1819,1351,468
6037800324,Census Tract 8003.24,"Census Tract 8003.24, Los Angeles County, California",6,37,800324,14000US06037800324,6862,2468,2363,2037,326
6037800325,Census Tract 8003.25,"Census Tract 8003.25, Los Angeles County, California",6,37,800325,14000US06037800325,3529,1592,1511,1304,207
6037800326,Census Tract 8003.26,"Census Tract 8003.26, Los Angeles County, California",6,37,800326,14000US06037800326,4943,2135,1956,1593,363
6037800327,Census Tract 8003.27,"Census Tract 8003.27, Los Angeles County, California",6,37,800327,14000US06037800327,5726,2308,2182,1188,994
6037800328,Census Tract 8003.28,"Census Tract 8003.28, Los Angeles County, California",6,37,800328,14000US06037800328,2821,1059,972,490,482
6037800329,Census Tract 8003.29,"Census Tract 8003.29, Los Angeles County, California",6,37,800329,14000US06037800329,6669,2685,2556,1469,1087
6037800330,Census Tract 8003.30,"Census Tract 8003.30, Los Angeles County, California",6,37,800330,14000US06037800330,953,388,361,319,42
6037800331,Census Tract 8003.31,"Census Tract 8003.31, Los Angeles County, California",6,37,800331,14000US06037800331,729,226,226,157,69
6037800332,Census Tract 8003.32,"Census Tract 8003.32, Los Angeles County, California",6,37,800332,14000US06037800332,6355,2268,2219,2048,171
6037800406,Census Tract 8004.06,"Census Tract 8004.06, Los Angeles County, California",6,37,800406,14000US06037800406,2812,1402,1012,729,283
6037800408,Census Tract 8004.08,"Census Tract 8004.08, Los Angeles County, California",6,37,800408,14000US06037800408,7235,3868,3139,2514,625
6037800410,Census Tract 8004.10,"Census Tract 8004.10, Los Angeles County, California",6,37,800410,14000US06037800410,4064,818,605,475,130
6037800504,Census Tract 8005.04,"Census Tract 8005.04, Los Angeles County, California",6,37,800504,14000US06037800504,2507,1717,1213,725,488
6037800506,Census Tract 8005.06,"Census Tract 8005.06, Los Angeles County, California",6,37,800506,14000US06037800506,3150,1662,1366,993,373
6037900102,Census Tract 9001.02,"Census Tract 9001.02, Los Angeles County, California",6,37,900102,14000US06037900102,588,454,256,162,94
6037900103,Census Tract 9001.03,"Census Tract 9001.03, Los Angeles County, California",6,37,900103,14000US06037900103,5684,1874,1674,994,680
6037900104,Census Tract 9001.04,"Census Tract 9001.04, Los Angeles County, California",6,37,900104,14000US06037900104,5783,1858,1679,1217,462
6037900201,Census Tract 9002.01,"Census Tract 9002.01, Los Angeles County, California",6,37,900201,14000US06037900201,1151,504,438,354,84
6037900300,Census Tract 9003,"Census Tract 9003, Los Angeles County, California",6,37,900300,14000US06037900300,5399,1312,1223,767,456
6037900501,Census Tract 9005.01,"Census Tract 9005.01, Los Angeles County, California",6,37,900501,14000US06037900501,6712,2159,1962,965,997
6037900504,Census Tract 9005.04,"Census Tract 9005.04, Los Angeles County, California",6,37,900504,14000US06037900504,6704,2148,1926,1258,668
6037900505,Census Tract 9005.05,"Census Tract 9005.05, Los Angeles County, California",6,37,900505,14000US06037900505,3661,1371,1209,667,542
6037900506,Census Tract 9005.06,"Census Tract 9005.06, Los Angeles County, California",6,37,900506,14000US06037900506,4343,1419,1259,616,643
6037900507,Census Tract 9005.07,"Census Tract 9005.07, Los Angeles County, California",6,37,900507,14000US06037900507,6863,2381,2127,1161,966
6037900508,Census Tract 9005.08,"Census Tract 9005.08, Los Angeles County, California",6,37,900508,14000US06037900508,3783,1061,1008,583,425
6037900602,Census Tract 9006.02,"Census Tract 9006.02, Los Angeles County, California",6,37,900602,14000US06037900602,5765,1728,1559,1018,541
6037900605,Census Tract 9006.05,"Census Tract 9006.05, Los Angeles County, California",6,37,900605,14000US06037900605,7433,2323,2122,1299,823
6037900606,Census Tract 9006.06,"Census Tract 9006.06, Los Angeles County, California",6,37,900606,14000US06037900606,3373,1193,1118,361,757
6037900607,Census Tract 9006.07,"Census Tract 9006.07, Los Angeles County, California",6,37,900607,14000US06037900607,4088,1287,1147,452,695
6037900608,Census Tract 9006.08,"Census Tract 9006.08, Los Angeles County, California",6,37,900608,14000US06037900608,3509,1099,1008,579,429
6037900609,Census Tract 9006.09,"Census Tract 9006.09, Los Angeles County, California",6,37,900609,14000US06037900609,5302,1715,1505,640,865
6037900701,Census Tract 9007.01,"Census Tract 9007.01, Los Angeles County, California",6,37,900701,14000US06037900701,4602,1832,1613,704,909
6037900703,Census Tract 9007.03,"Census Tract 9007.03, Los Angeles County, California",6,37,900703,14000US06037900703,4212,1982,1699,341,1358
6037900704,Census Tract 9007.04,"Census Tract 9007.04, Los Angeles County, California",6,37,900704,14000US06037900704,2802,1525,1374,52,1322
6037900705,Census Tract 9007.05,"Census Tract 9007.05, Los Angeles County, California",6,37,900705,14000US06037900705,3949,2131,1705,566,1139
6037900803,Census Tract 9008.03,"Census Tract 9008.03, Los Angeles County, California",6,37,900803,14000US06037900803,9046,2706,2405,1291,1114
6037900804,Census Tract 9008.04,"Census Tract 9008.04, Los Angeles County, California",6,37,900804,14000US06037900804,3480,1117,1068,490,578
6037900805,Census Tract 9008.05,"Census Tract 9008.05, Los Angeles County, California",6,37,900805,14000US06037900805,4814,1667,1325,824,501
6037900806,Census Tract 9008.06,"Census Tract 9008.06, Los Angeles County, California",6,37,900806,14000US06037900806,4522,2143,2010,200,1810
6037900900,Census Tract 9009,"Census Tract 9009, Los Angeles County, California",6,37,900900,14000US06037900900,3985,1535,1358,1029,329
6037901003,Census Tract 9010.03,"Census Tract 9010.03, Los Angeles County, California",6,37,901003,14000US06037901003,4884,0,0,0,0
6037901004,Census Tract 9010.04,"Census Tract 9010.04, Los Angeles County, California",6,37,901004,14000US06037901004,13277,4068,3856,3004,852
6037901007,Census Tract 9010.07,"Census Tract 9010.07, Los Angeles County, California",6,37,901007,14000US06037901007,2098,738,639,483,156
6037901008,Census Tract 9010.08,"Census Tract 9010.08, Los Angeles County, California",6,37,901008,14000US06037901008,2733,952,909,441,468
6037901009,Census Tract 9010.09,"Census Tract 9010.09, Los Angeles County, California",6,37,901009,14000US06037901009,5295,1943,1888,1269,619
6037901010,Census Tract 9010.10,"Census Tract 9010.10, Los Angeles County, California",6,37,901010,14000US06037901010,5853,1998,1844,1017,827
6037901011,Census Tract 9010.11,"Census Tract 9010.11, Los Angeles County, California",6,37,901011,14000US06037901011,5322,2038,1940,1009,931
6037901101,Census Tract 9011.01,"Census Tract 9011.01, Los Angeles County, California",6,37,901101,14000US06037901101,5482,1912,1739,1148,591
6037901102,Census Tract 9011.02,"Census Tract 9011.02, Los Angeles County, California",6,37,901102,14000US06037901102,5390,1958,1818,1250,568
6037901205,Census Tract 9012.05,"Census Tract 9012.05, Los Angeles County, California",6,37,901205,14000US06037901205,11698,3921,3704,2437,1267
6037901209,Census Tract 9012.09,"Census Tract 9012.09, Los Angeles County, California",6,37,901209,14000US06037901209,1840,782,572,454,118
6037901210,Census Tract 9012.10,"Census Tract 9012.10, Los Angeles County, California",6,37,901210,14000US06037901210,1733,691,649,498,151
6037901213,Census Tract 9012.13,"Census Tract 9012.13, Los Angeles County, California",6,37,901213,14000US06037901213,3935,1356,1286,1170,116
6037910001,Census Tract 9100.01,"Census Tract 9100.01, Los Angeles County, California",6,37,910001,14000US06037910001,6316,1582,1495,1034,461
6037910002,Census Tract 9100.02,"Census Tract 9100.02, Los Angeles County, California",6,37,910002,14000US06037910002,8055,2210,2042,1294,748
6037910101,Census Tract 9101.01,"Census Tract 9101.01, Los Angeles County, California",6,37,910101,14000US06037910101,1802,495,434,187,247
6037910201,Census Tract 9102.01,"Census Tract 9102.01, Los Angeles County, California",6,37,910201,14000US06037910201,3996,1423,1397,820,577
6037910202,Census Tract 9102.02,"Census Tract 9102.02, Los Angeles County, California",6,37,910202,14000US06037910202,5925,1712,1587,1388,199
6037910205,Census Tract 9102.05,"Census Tract 9102.05, Los Angeles County, California",6,37,910205,14000US06037910205,1367,478,449,358,91
6037910206,Census Tract 9102.06,"Census Tract 9102.06, Los Angeles County, California",6,37,910206,14000US06037910206,3608,1084,1025,855,170
6037910207,Census Tract 9102.07,"Census Tract 9102.07, Los Angeles County, California",6,37,910207,14000US06037910207,5863,1790,1677,1294,383
6037910208,Census Tract 9102.08,"Census Tract 9102.08, Los Angeles County, California",6,37,910208,14000US06037910208,6252,2053,1866,1340,526
6037910209,Census Tract 9102.09,"Census Tract 9102.09, Los Angeles County, California",6,37,910209,14000US06037910209,4842,1423,1345,1083,262
6037910210,Census Tract 9102.10,"Census Tract 9102.10, Los Angeles County, California",6,37,910210,14000US06037910210,7507,2272,2178,1679,499
6037910301,Census Tract 9103.01,"Census Tract 9103.01, Los Angeles County, California",6,37,910301,14000US06037910301,4053,1522,1434,1180,254
6037910302,Census Tract 9103.02,"Census Tract 9103.02, Los Angeles County, California",6,37,910302,14000US06037910302,5476,2126,1932,1560,372
6037910401,Census Tract 9104.01,"Census Tract 9104.01, Los Angeles County, California",6,37,910401,14000US06037910401,6823,2383,2219,1323,896
6037910402,Census Tract 9104.02,"Census Tract 9104.02, Los Angeles County, California",6,37,910402,14000US06037910402,3771,1121,1015,260,755
6037910403,Census Tract 9104.03,"Census Tract 9104.03, Los Angeles County, California",6,37,910403,14000US06037910403,2018,700,571,48,523
6037910404,Census Tract 9104.04,"Census Tract 9104.04, Los Angeles County, California",6,37,910404,14000US06037910404,4350,1200,1099,643,456
6037910501,Census Tract 9105.01,"Census Tract 9105.01, Los Angeles County, California",6,37,910501,14000US06037910501,5090,2242,1984,58,1926
6037910502,Census Tract 9105.02,"Census Tract 9105.02, Los Angeles County, California",6,37,910502,14000US06037910502,4439,1266,1156,422,734
6037910504,Census Tract 9105.04,"Census Tract 9105.04, Los Angeles County, California",6,37,910504,14000US06037910504,4750,1309,1283,803,480
6037910505,Census Tract 9105.05,"Census Tract 9105.05, Los Angeles County, California",6,37,910505,14000US06037910505,3267,889,854,680,174
6037910601,Census Tract 9106.01,"Census Tract 9106.01, Los Angeles County, California",6,37,910601,14000US06037910601,6843,1784,1578,1057,521
6037910602,Census Tract 9106.02,"Census Tract 9106.02, Los Angeles County, California",6,37,910602,14000US06037910602,4322,1475,1373,611,762
6037910603,Census Tract 9106.03,"Census Tract 9106.03, Los Angeles County, California",6,37,910603,14000US06037910603,6713,2139,2045,1155,890
6037910605,Census Tract 9106.05,"Census Tract 9106.05, Los Angeles County, California",6,37,910605,14000US06037910605,4710,1317,1230,742,488
