FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Households:,Median Household Income (In 2018 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units: Owner Occupied,Median Household Income Occupied Housing Units: Renter Occupied,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More",Median Household Income (In 2018 Inflation Adjusted Dollars): White Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Black or African American Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): American Indian and Alaska Native Alone  Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Asian Alone,Median Household Income (In 2018 Inflation Adjusted Dollars): Native Hawaiian and Other Pacific Islander Alone  Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Some Other Race Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Two or More Races Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Hispanic or Latino Householder,"Median Household Income (In 2018 Inflation Adjusted Dollars): White Alone Householder, Not Hispanic or Latino"
6037480600,Census Tract 4806,"Census Tract 4806, Los Angeles County, California",6,37,480600,7874,3317,77963,154792,69051,247,94,137,91,101,66,64,141,74,257,323,455,309,193,311,454,78488,85089,,71950,,86354,86300,100893,78000
6037480702,Census Tract 4807.02,"Census Tract 4807.02, Los Angeles County, California",6,37,480702,4477,1626,152500,190987,86607,41,17,38,19,39,65,38,34,30,79,80,128,97,89,207,625,120500,158750,,205333,,88438,191250,89375,155000
6037480703,Census Tract 4807.03,"Census Tract 4807.03, Los Angeles County, California",6,37,480703,3694,1234,106750,152000,78558,7,38,23,7,0,19,6,0,22,43,236,154,109,149,149,272,107188,,,113571,,,,124432,89444
6037480704,Census Tract 4807.04,"Census Tract 4807.04, Los Angeles County, California",6,37,480704,4726,1796,79621,125610,73125,86,55,74,71,34,32,59,43,37,110,214,280,104,172,127,298,80625,,,76625,,79125,169028,66667,87396
6037480802,Census Tract 4808.02,"Census Tract 4808.02, Los Angeles County, California",6,37,480802,3277,1009,67724,86429,39271,73,26,8,27,35,77,56,103,34,36,75,122,124,89,95,29,102308,,,44591,,60694,,78472,
6037480803,Census Tract 4808.03,"Census Tract 4808.03, Los Angeles County, California",6,37,480803,3987,1269,73841,93902,56304,142,40,66,81,21,32,33,10,7,101,127,166,159,56,124,104,73438,,103068,71452,,92841,125263,79625,
6037480804,Census Tract 4808.04,"Census Tract 4808.04, Los Angeles County, California",6,37,480804,4988,1756,61934,95655,54003,132,116,177,87,51,25,57,60,24,108,174,256,171,50,159,109,69375,,,49750,,77644,,68950,82875
6037480901,Census Tract 4809.01,"Census Tract 4809.01, Los Angeles County, California",6,37,480901,5512,1688,67704,87778,64167,137,70,35,36,66,94,75,90,30,151,193,169,292,58,94,98,41625,,,67321,,74219,,71689,41000
6037480902,Census Tract 4809.02,"Census Tract 4809.02, Los Angeles County, California",6,37,480902,4263,1339,47070,,41530,43,104,135,63,106,47,69,76,101,126,91,92,197,46,9,34,49426,52426,,41678,,41000,94712,48167,
6037480903,Census Tract 4809.03,"Census Tract 4809.03, Los Angeles County, California",6,37,480903,3108,984,59688,84464,43646,102,45,79,46,35,30,51,25,7,73,82,180,87,48,55,39,79375,,,56538,,,80893,70921,53750
6037481001,Census Tract 4810.01,"Census Tract 4810.01, Los Angeles County, California",6,37,481001,4259,1486,45000,82813,35242,138,38,154,69,106,92,106,40,101,99,77,101,137,107,18,103,35068,,,51875,,48750,,40375,27083
6037481002,Census Tract 4810.02,"Census Tract 4810.02, Los Angeles County, California",6,37,481002,5408,2013,58589,80282,45250,77,59,137,241,125,78,11,52,97,147,203,206,239,144,110,87,78938,,,49610,,53343,63846,57903,79438
6037481101,Census Tract 4811.01,"Census Tract 4811.01, Los Angeles County, California",6,37,481101,4354,1403,55914,106146,53495,43,17,62,36,67,106,38,152,56,186,181,139,182,40,46,52,60045,56875,,60189,,43207,,47031,62045
6037481102,Census Tract 4811.02,"Census Tract 4811.02, Los Angeles County, California",6,37,481102,4025,1409,50087,84861,45756,98,97,19,124,150,74,19,67,55,114,135,126,167,45,72,47,52031,36875,,49583,,,58482,59107,46607
6037481103,Census Tract 4811.03,"Census Tract 4811.03, Los Angeles County, California",6,37,481103,4952,1397,61506,86786,40275,57,49,100,50,51,103,41,74,59,91,184,153,105,92,111,77,59750,,,73750,,55875,,55714,110625
6037481201,Census Tract 4812.01,"Census Tract 4812.01, Los Angeles County, California",6,37,481201,3651,1205,58036,85139,42929,57,97,60,62,59,83,46,42,65,59,92,198,103,53,55,74,44643,,,61394,,57850,,46750,68472
6037481202,Census Tract 4812.02,"Census Tract 4812.02, Los Angeles County, California",6,37,481202,6088,1930,70735,82540,51250,118,46,63,108,76,28,74,146,65,131,183,303,192,143,220,34,55977,,,75858,,52625,,49545,55430
6037481300,Census Tract 4813,"Census Tract 4813, Los Angeles County, California",6,37,481300,3334,846,62930,67813,51797,43,17,37,15,48,61,44,12,61,53,112,89,81,62,75,36,60972,,,63468,,63693,,64583,29750
6037481401,Census Tract 4814.01,"Census Tract 4814.01, Los Angeles County, California",6,37,481401,6014,1776,43980,66500,36082,93,52,145,148,98,70,116,206,78,99,171,195,104,19,78,104,51705,,,41699,,57969,,57688,
6037481402,Census Tract 4814.02,"Census Tract 4814.02, Los Angeles County, California",6,37,481402,7242,1925,60699,69398,51389,69,95,27,114,142,104,78,125,45,154,175,301,182,71,132,111,62792,,,57452,,,,61806,
6037481500,Census Tract 4815,"Census Tract 4815, Los Angeles County, California",6,37,481500,4640,1527,62344,72628,57750,120,61,74,78,39,29,119,36,68,132,116,113,227,108,171,36,64583,73711,,56786,,77056,,77419,
6037481603,Census Tract 4816.03,"Census Tract 4816.03, Los Angeles County, California",6,37,481603,3418,1175,48454,49152,46974,108,87,74,78,56,40,76,35,57,73,85,78,163,67,61,37,36188,,,49605,,,,,35625
6037481604,Census Tract 4816.04,"Census Tract 4816.04, Los Angeles County, California",6,37,481604,3825,1350,57262,80982,47656,63,59,80,46,89,83,84,94,8,111,130,234,83,98,36,52,56875,,,59844,,50800,,52390,40978
6037481605,Census Tract 4816.05,"Census Tract 4816.05, Los Angeles County, California",6,37,481605,2910,1056,55938,78750,50000,57,71,68,101,65,52,8,24,28,73,84,144,154,28,45,54,52148,,,62950,,,,54107,43224
6037481606,Census Tract 4816.06,"Census Tract 4816.06, Los Angeles County, California",6,37,481606,4962,1592,53177,58611,49449,35,135,149,87,4,97,58,77,106,215,171,173,81,160,35,9,56648,,,49980,,69444,71094,82396,51250
6037481711,Census Tract 4817.11,"Census Tract 4817.11, Los Angeles County, California",6,37,481711,4341,1433,37328,44637,36404,118,132,101,146,87,58,80,52,115,101,156,124,41,66,56,0,57232,,,36031,,,,52422,
6037481712,Census Tract 4817.12,"Census Tract 4817.12, Los Angeles County, California",6,37,481712,5451,1656,50144,63125,44975,117,108,167,62,97,72,56,75,71,181,122,110,96,96,77,149,68958,,,49138,,45700,,60938,
6037481713,Census Tract 4817.13,"Census Tract 4817.13, Los Angeles County, California",6,37,481713,2851,940,56792,91250,50769,100,53,40,70,33,14,0,70,26,79,129,112,92,59,10,53,,,,56500,,55234,,55341,250001
6037481714,Census Tract 4817.14,"Census Tract 4817.14, Los Angeles County, California",6,37,481714,2784,898,41512,91375,32750,101,66,90,56,37,34,39,101,19,35,36,115,62,25,45,37,39375,,,41599,,,,35750,53333
6037481800,Census Tract 4818,"Census Tract 4818, Los Angeles County, California",6,37,481800,2820,912,86136,91211,57009,41,32,40,15,52,6,50,31,24,49,59,116,74,89,161,73,85156,,,90066,,,,83958,85313
6037481901,Census Tract 4819.01,"Census Tract 4819.01, Los Angeles County, California",6,37,481901,5954,1936,84792,99143,46500,30,155,68,68,68,36,113,80,72,97,92,296,220,145,183,213,83958,,,69722,,96917,,85114,87344
6037481902,Census Tract 4819.02,"Census Tract 4819.02, Los Angeles County, California",6,37,481902,3420,1073,62903,102171,47037,38,26,96,32,27,29,33,45,66,97,130,97,132,92,86,47,60417,,,62031,,63097,,64915,49167
6037482001,Census Tract 4820.01,"Census Tract 4820.01, Los Angeles County, California",6,37,482001,2615,1035,89531,113304,27333,79,32,9,35,61,19,50,16,20,54,70,101,66,148,128,147,72083,,,111375,,,28846,113125,
6037482002,Census Tract 4820.02,"Census Tract 4820.02, Los Angeles County, California",6,37,482002,6682,2449,59779,90871,49045,161,95,159,87,82,132,85,15,146,270,263,309,59,144,190,252,85042,,,70045,,54107,,53839,
6037482101,Census Tract 4821.01,"Census Tract 4821.01, Los Angeles County, California",6,37,482101,4641,1468,58255,80750,43232,88,95,27,67,118,59,43,89,31,154,86,191,84,120,80,136,52216,,,58245,,54375,,54213,
6037482102,Census Tract 4821.02,"Census Tract 4821.02, Los Angeles County, California",6,37,482102,2849,893,74297,95694,50185,51,15,0,38,43,13,50,34,13,111,92,103,88,55,75,112,79167,,,76875,,63750,94688,72991,78750
6037482201,Census Tract 4822.01,"Census Tract 4822.01, Los Angeles County, California",6,37,482201,4006,1229,42202,59511,31630,116,135,106,88,77,29,45,60,43,121,83,122,66,61,64,13,82917,,,36139,,55170,,55682,
6037482202,Census Tract 4822.02,"Census Tract 4822.02, Los Angeles County, California",6,37,482202,4897,1521,50407,85909,37766,80,73,106,50,87,78,134,76,62,165,150,76,189,31,82,82,51923,,,47701,,120321,,72400,63864
6037482301,Census Tract 4823.01,"Census Tract 4823.01, Los Angeles County, California",6,37,482301,4893,1314,40583,70500,31698,129,48,64,129,95,70,108,98,25,174,71,85,145,19,23,31,101071,,,36981,,45500,,47100,103203
6037482303,Census Tract 4823.03,"Census Tract 4823.03, Los Angeles County, California",6,37,482303,6084,1538,48233,67083,38734,58,112,85,179,54,67,132,63,60,159,194,161,111,40,58,5,38563,,,49830,,50924,,48750,38147
6037482304,Census Tract 4823.04,"Census Tract 4823.04, Los Angeles County, California",6,37,482304,3437,918,32287,49219,28796,103,98,77,59,79,88,22,52,48,56,79,59,34,38,26,0,33831,,,29398,,32219,,33508,
6037482401,Census Tract 4824.01,"Census Tract 4824.01, Los Angeles County, California",6,37,482401,3765,982,52407,69286,46346,27,49,60,33,64,40,37,45,110,89,158,102,47,54,40,27,50500,,,52760,,54500,,54500,50250
6037482402,Census Tract 4824.02,"Census Tract 4824.02, Los Angeles County, California",6,37,482402,7585,2277,52622,73597,40764,98,158,192,122,79,129,47,196,96,137,204,249,207,110,102,151,80550,,,63897,,41435,,43380,
6037482502,Census Tract 4825.02,"Census Tract 4825.02, Los Angeles County, California",6,37,482502,3385,878,48448,72500,26638,65,60,72,67,32,43,25,52,41,59,87,81,95,44,33,22,49000,,,44219,,63661,,62727,
6037482503,Census Tract 4825.03,"Census Tract 4825.03, Los Angeles County, California",6,37,482503,4399,1056,57121,58214,56970,34,61,34,77,26,54,48,76,51,87,193,101,117,73,24,0,56667,,93125,47361,,64444,,70885,
6037482521,Census Tract 4825.21,"Census Tract 4825.21, Los Angeles County, California",6,37,482521,5827,1464,59727,68914,41694,77,48,65,94,89,76,43,99,44,103,130,369,72,94,36,25,76324,,,50208,,84306,69750,75294,83798
6037482522,Census Tract 4825.22,"Census Tract 4825.22, Los Angeles County, California",6,37,482522,4861,1504,67857,70577,64083,79,8,87,33,40,79,35,22,137,168,105,240,123,92,187,69,75556,,,64706,,75833,53720,59853,143580
6037482600,Census Tract 4826,"Census Tract 4826, Los Angeles County, California",6,37,482600,6835,2403,69063,89750,,74,133,141,102,263,35,25,90,87,116,165,192,318,180,175,307,62266,,,87583,,,,,62885
6037482701,Census Tract 4827.01,"Census Tract 4827.01, Los Angeles County, California",6,37,482701,4163,1276,68125,101293,46364,29,40,42,50,87,40,68,34,117,17,152,184,200,102,92,22,68750,,,88047,,62198,,65142,
6037482702,Census Tract 4827.02,"Census Tract 4827.02, Los Angeles County, California",6,37,482702,2399,802,75119,81118,,22,34,16,24,78,20,33,56,28,47,42,73,108,81,62,78,87813,,,68750,,,,71250,102875
6037482800,Census Tract 4828,"Census Tract 4828, Los Angeles County, California",6,37,482800,4498,1324,64567,78333,46116,49,9,35,69,92,88,54,72,87,64,146,164,122,65,74,134,65481,,,82206,,47218,39500,47433,54286
6037500100,Census Tract 5001,"Census Tract 5001, Los Angeles County, California",6,37,500100,4140,1349,114632,114779,,24,0,30,21,21,43,51,9,16,101,132,142,99,42,116,502,105865,,,151875,,,,158750,90909
6037500201,Census Tract 5002.01,"Census Tract 5002.01, Los Angeles County, California",6,37,500201,6978,2151,119653,125125,89489,97,18,17,0,0,53,65,43,46,168,95,261,226,375,261,426,112106,,,184219,,133262,,133415,106379
6037500202,Census Tract 5002.02,"Census Tract 5002.02, Los Angeles County, California",6,37,500202,4815,1468,135811,150625,56806,0,40,0,53,23,0,49,35,54,79,81,153,116,121,206,458,154926,,,114097,,90078,135978,102031,157750
6037500300,Census Tract 5003,"Census Tract 5003, Los Angeles County, California",6,37,500300,2904,1089,99330,106488,75735,32,16,17,0,74,0,30,64,69,75,37,138,88,72,122,255,90833,,,123750,,,,105536,51181
6037500402,Census Tract 5004.02,"Census Tract 5004.02, Los Angeles County, California",6,37,500402,4745,1170,43906,53365,42930,47,81,83,54,71,94,82,87,18,107,120,125,117,50,17,17,51786,,,,,41000,78352,44375,
6037500403,Census Tract 5004.03,"Census Tract 5004.03, Los Angeles County, California",6,37,500403,3896,1054,80949,80886,,81,12,79,31,54,6,12,0,10,70,102,222,120,83,127,45,68661,,,118125,,89632,,81297,
6037500404,Census Tract 5004.04,"Census Tract 5004.04, Los Angeles County, California",6,37,500404,4764,1332,75179,79590,60811,27,20,49,47,82,75,46,20,28,35,236,315,163,54,78,57,68352,96429,,112550,,80508,93295,78053,42604
6037500500,Census Tract 5005,"Census Tract 5005, Los Angeles County, California",6,37,500500,2849,873,50592,48000,58365,45,60,48,79,17,39,33,55,56,75,129,87,52,26,49,23,50250,,,,,60444,47750,54500,47813
6037500600,Census Tract 5006,"Census Tract 5006, Los Angeles County, California",6,37,500600,5303,1266,59375,70600,31875,45,62,29,64,38,92,26,59,75,146,106,172,204,52,60,36,53192,,,91071,,72273,,60000,
6037500700,Census Tract 5007,"Census Tract 5007, Los Angeles County, California",6,37,500700,7161,1757,76188,86510,61034,66,28,74,27,57,63,79,29,163,71,212,229,293,116,106,144,73049,,,,,91786,,81550,60769
6037500800,Census Tract 5008,"Census Tract 5008, Los Angeles County, California",6,37,500800,5813,1424,67014,63882,82500,85,40,35,26,8,41,106,19,76,148,190,199,200,103,65,83,67442,113000,51667,,,61364,108929,65145,93333
6037500900,Census Tract 5009,"Census Tract 5009, Los Angeles County, California",6,37,500900,6135,1661,60486,80401,39750,189,73,103,81,0,76,44,122,62,77,232,231,121,47,172,31,47500,,,58036,,68821,,63526,
6037501001,Census Tract 5010.01,"Census Tract 5010.01, Los Angeles County, California",6,37,501001,3305,763,75230,76726,63000,32,37,24,18,12,37,34,30,52,67,35,128,138,62,52,5,83382,,124250,,,54676,,67279,84792
6037501002,Census Tract 5010.02,"Census Tract 5010.02, Los Angeles County, California",6,37,501002,5159,1458,92609,96103,89034,31,14,7,37,13,44,50,37,48,106,140,267,268,103,183,110,89000,,,,,98063,175250,98462,72969
6037501200,Census Tract 5012,"Census Tract 5012, Los Angeles County, California",6,37,501200,4877,1463,97582,98935,81912,24,27,20,77,70,95,50,21,25,70,78,219,263,206,160,58,88804,,,125536,,105278,45972,99527,82206
6037501300,Census Tract 5013,"Census Tract 5013, Los Angeles County, California",6,37,501300,7118,2414,73068,90417,45769,17,38,113,166,47,37,148,208,38,150,262,506,222,147,240,75,74489,,,150417,,71425,83947,77092,52576
6037501400,Census Tract 5014,"Census Tract 5014, Los Angeles County, California",6,37,501400,3793,1250,44417,76417,35548,77,77,105,24,35,163,107,44,49,71,82,208,88,39,37,44,55417,73500,,,,41071,,45250,
6037501501,Census Tract 5015.01,"Census Tract 5015.01, Los Angeles County, California",6,37,501501,2365,858,104074,105250,86250,45,9,23,21,9,3,26,17,14,37,71,125,101,70,161,126,103333,,,93393,,,107438,111071,97813
6037501503,Census Tract 5015.03,"Census Tract 5015.03, Los Angeles County, California",6,37,501503,5247,1842,66500,89554,55926,110,52,15,79,97,58,51,91,101,207,242,349,172,73,63,82,70000,,41563,,,61875,,57798,75057
6037501504,Census Tract 5015.04,"Census Tract 5015.04, Los Angeles County, California",6,37,501504,3359,1510,35444,91042,29714,105,161,209,47,149,68,116,51,40,152,141,119,64,27,50,11,49375,,,18750,,29839,,35375,51648
6037501600,Census Tract 5016,"Census Tract 5016, Los Angeles County, California",6,37,501600,7603,2290,112656,144232,50313,75,33,0,149,241,81,45,69,12,80,105,152,171,329,376,372,143205,,,,,66346,,90548,143686
6037501700,Census Tract 5017,"Census Tract 5017, Los Angeles County, California",6,37,501700,3524,1201,94153,101290,67351,36,19,32,69,19,16,63,35,44,27,87,175,176,171,125,107,100893,,,,,66587,,97614,81528
6037501802,Census Tract 5018.02,"Census Tract 5018.02, Los Angeles County, California",6,37,501802,3485,1197,75428,89261,43553,55,83,21,0,45,85,82,69,18,33,101,282,154,23,91,55,77361,2499,,,,61985,142750,74224,78400
6037501803,Census Tract 5018.03,"Census Tract 5018.03, Los Angeles County, California",6,37,501803,4396,1458,33594,65781,31522,96,154,60,202,109,117,134,159,42,88,148,65,44,4,36,0,31081,48167,,,,35592,,37241,23832
6037501804,Census Tract 5018.04,"Census Tract 5018.04, Los Angeles County, California",6,37,501804,2214,701,49129,94583,43309,42,43,63,22,19,46,36,34,57,86,58,95,44,46,10,0,51250,,,,,42639,53438,49821,46528
6037501900,Census Tract 5019,"Census Tract 5019, Los Angeles County, California",6,37,501900,4110,1275,94271,99148,67000,73,67,40,18,21,0,0,24,60,125,126,109,303,96,159,54,102552,26023,,53843,,110335,,104833,69911
6037502003,Census Tract 5020.03,"Census Tract 5020.03, Los Angeles County, California",6,37,502003,2718,749,68631,83875,44844,14,29,15,29,74,10,15,50,15,56,107,155,66,67,44,3,73000,,,,,66250,22000,69097,61833
6037502004,Census Tract 5020.04,"Census Tract 5020.04, Los Angeles County, California",6,37,502004,4326,997,62656,74000,45521,19,16,21,61,56,18,93,91,31,71,126,159,69,63,61,42,63250,,,,,62344,85313,63385,45804
6037502005,Census Tract 5020.05,"Census Tract 5020.05, Los Angeles County, California",6,37,502005,5052,1292,54897,97826,38813,30,47,32,111,94,69,60,74,49,102,135,91,102,37,196,63,45694,,,,,62755,92750,63836,31829
6037502100,Census Tract 5021,"Census Tract 5021, Los Angeles County, California",6,37,502100,5053,1595,61414,73125,42120,77,59,76,122,62,34,75,99,38,134,206,258,112,62,107,74,70208,,,,,61379,,60948,61806
6037502200,Census Tract 5022,"Census Tract 5022, Los Angeles County, California",6,37,502200,6673,1860,64554,68718,47386,59,71,99,69,69,125,81,123,104,103,197,256,166,102,145,91,67802,,56005,,,65417,,68846,38421
6037502301,Census Tract 5023.01,"Census Tract 5023.01, Los Angeles County, California",6,37,502301,5903,1407,70990,85114,53661,45,24,77,22,82,77,63,26,59,105,138,227,140,49,176,97,57045,,,,,88359,250001,71042,63472
6037502302,Census Tract 5023.02,"Census Tract 5023.02, Los Angeles County, California",6,37,502302,3234,756,52308,78750,38000,42,30,54,50,20,50,62,39,19,75,111,93,49,17,28,17,50769,,,,,57880,,53958,39250
6037502401,Census Tract 5024.01,"Census Tract 5024.01, Los Angeles County, California",6,37,502401,4965,1254,66793,72976,43662,40,34,43,106,28,82,50,93,23,44,233,204,140,50,54,30,65179,,,231250,,67534,,65109,111071
6037502402,Census Tract 5024.02,"Census Tract 5024.02, Los Angeles County, California",6,37,502402,3727,955,80060,81131,73125,33,24,46,34,31,10,15,33,16,91,111,186,105,120,69,31,77885,,,,,84539,,81042,79615
6037502500,Census Tract 5025,"Census Tract 5025, Los Angeles County, California",6,37,502500,4031,1093,48542,59375,39167,33,36,48,105,90,69,82,62,25,70,102,134,90,83,21,43,54306,,,,,33571,,45132,
6037502601,Census Tract 5026.01,"Census Tract 5026.01, Los Angeles County, California",6,37,502601,6855,1806,76800,77841,74338,28,63,52,23,31,59,41,65,48,173,266,410,205,136,189,17,74018,,,190568,,83100,80833,76000,91375
6037502602,Census Tract 5026.02,"Census Tract 5026.02, Los Angeles County, California",6,37,502602,4320,1329,49391,70875,40614,108,77,107,67,36,26,95,80,78,123,142,77,98,107,97,11,55943,,,23750,,48500,48882,56310,37262
6037502700,Census Tract 5027,"Census Tract 5027, Los Angeles County, California",6,37,502700,6820,1881,73641,90185,50969,106,70,94,67,82,92,58,47,0,129,208,268,304,154,185,17,59028,,,59412,,89155,83875,74348,
