FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Total Population,Population Density (Per Sq. Mile),Area (Land),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: Two or More Races,Total: Two or More Asian
6037481605,Census Tract 4816.05,"Census Tract 4816.05, Los Angeles County, California",6,37,481605,2910,2910,9852.923,0.295343839,2910,590,0,17,1846,8,355,94,890,54,71
6037481606,Census Tract 4816.06,"Census Tract 4816.06, Los Angeles County, California",6,37,481606,4962,4962,14907.76,0.332846716,4962,579,223,21,3333,0,686,120,1081,39,68
6037481711,Census Tract 4817.11,"Census Tract 4817.11, Los Angeles County, California",6,37,481711,4341,4341,25133.32,0.172718947,4341,275,10,0,3639,82,285,50,440,0,115
6037481712,Census Tract 4817.12,"Census Tract 4817.12, Los Angeles County, California",6,37,481712,5451,5451,19176.21,0.28425846,5451,557,0,0,4388,68,401,37,987,37,133
6037481713,Census Tract 4817.13,"Census Tract 4817.13, Los Angeles County, California",6,37,481713,2851,2851,15838.92,0.179999676,2851,127,0,26,2329,0,365,4,477,0,76
6037481714,Census Tract 4817.14,"Census Tract 4817.14, Los Angeles County, California",6,37,481714,2784,2784,15844.49,0.175707764,2784,147,6,0,2480,17,61,73,127,21,107
6037481800,Census Tract 4818,"Census Tract 4818, Los Angeles County, California",6,37,481800,2820,2820,8884.874,0.317393362,2820,768,7,0,1718,0,291,36,593,0,81
6037481901,Census Tract 4819.01,"Census Tract 4819.01, Los Angeles County, California",6,37,481901,5954,5954,8408.479,0.708094787,5954,1867,54,0,2138,0,1775,120,2832,88,144
6037481902,Census Tract 4819.02,"Census Tract 4819.02, Los Angeles County, California",6,37,481902,3420,3420,9993.354,0.342227454,3420,998,48,0,1146,25,1148,55,1922,39,53
6037482001,Census Tract 4820.01,"Census Tract 4820.01, Los Angeles County, California",6,37,482001,2615,2615,2316.479,1.128868165,2615,283,0,0,2079,0,184,69,334,16,76
6037482002,Census Tract 4820.02,"Census Tract 4820.02, Los Angeles County, California",6,37,482002,6682,6682,6954.801,0.960775108,6682,699,92,51,4018,96,1599,127,2058,43,90
6037482101,Census Tract 4821.01,"Census Tract 4821.01, Los Angeles County, California",6,37,482101,4641,4641,10431.89,0.444885845,4641,691,11,0,3198,142,563,36,1027,8,109
6037482102,Census Tract 4821.02,"Census Tract 4821.02, Los Angeles County, California",6,37,482102,2849,2849,6720.19,0.423946366,2849,606,19,46,1644,0,334,200,929,115,51
6037482201,Census Tract 4822.01,"Census Tract 4822.01, Los Angeles County, California",6,37,482201,4006,4006,13417.2,0.29857204,4006,265,1,0,3103,0,536,101,760,56,64
6037482202,Census Tract 4822.02,"Census Tract 4822.02, Los Angeles County, California",6,37,482202,4897,4897,19607.05,0.249757142,4897,427,69,67,3667,12,643,12,1081,12,27
6037482301,Census Tract 4823.01,"Census Tract 4823.01, Los Angeles County, California",6,37,482301,4893,4893,14506.31,0.337301563,4893,669,25,0,3418,93,675,13,989,0,170
6037482303,Census Tract 4823.03,"Census Tract 4823.03, Los Angeles County, California",6,37,482303,6084,6084,16027.31,0.379602145,6084,508,0,76,3828,0,1648,24,2089,12,146
6037482304,Census Tract 4823.04,"Census Tract 4823.04, Los Angeles County, California",6,37,482304,3437,3437,14370.59,0.239169062,3437,560,0,0,1737,0,1110,30,1603,15,132
6037482401,Census Tract 4824.01,"Census Tract 4824.01, Los Angeles County, California",6,37,482401,3765,3765,11621.62,0.323965208,3765,737,0,36,1881,0,1068,43,1768,30,146
6037482402,Census Tract 4824.02,"Census Tract 4824.02, Los Angeles County, California",6,37,482402,7585,7585,5882.24,1.2894747,7585,1138,0,0,4069,0,2246,132,3174,117,382
6037482502,Census Tract 4825.02,"Census Tract 4825.02, Los Angeles County, California",6,37,482502,3385,3385,13684.41,0.247361764,3385,310,21,0,2753,0,263,38,576,21,125
6037482503,Census Tract 4825.03,"Census Tract 4825.03, Los Angeles County, California",6,37,482503,4399,4399,15614.23,0.281730263,4399,576,27,123,2670,0,841,162,1443,38,201
6037482521,Census Tract 4825.21,"Census Tract 4825.21, Los Angeles County, California",6,37,482521,5827,5827,9764.288,0.596766472,5827,1415,34,12,3084,0,1144,138,2389,78,160
6037482522,Census Tract 4825.22,"Census Tract 4825.22, Los Angeles County, California",6,37,482522,4861,4861,7668.03,0.633930736,4861,2188,8,6,2012,0,538,109,2276,22,8
6037482600,Census Tract 4826,"Census Tract 4826, Los Angeles County, California",6,37,482600,6835,6835,6522.402,1.047926863,6835,1279,0,115,4083,0,1209,149,2084,52,66
6037482701,Census Tract 4827.01,"Census Tract 4827.01, Los Angeles County, California",6,37,482701,4163,4163,8770.344,0.474667836,4163,804,26,18,1542,0,1478,295,2195,50,34
6037482702,Census Tract 4827.02,"Census Tract 4827.02, Los Angeles County, California",6,37,482702,2399,2399,8650.698,0.277318659,2399,591,31,0,1166,0,510,101,1028,51,28
6037482800,Census Tract 4828,"Census Tract 4828, Los Angeles County, California",6,37,482800,4498,4498,3680.284,1.222188288,4498,651,88,41,2190,7,1329,192,1960,91,108
6037500100,Census Tract 5001,"Census Tract 5001, Los Angeles County, California",6,37,500100,4140,4140,1080.737,3.830718135,4140,2782,4,23,582,0,649,100,1619,79,0
6037500201,Census Tract 5002.01,"Census Tract 5002.01, Los Angeles County, California",6,37,500201,6978,6978,2502.639,2.788256934,6978,4943,20,0,833,40,754,388,2286,223,0
6037500202,Census Tract 5002.02,"Census Tract 5002.02, Los Angeles County, California",6,37,500202,4815,4815,1967.778,2.446921762,4815,3067,34,34,677,0,722,281,2626,221,0
6037500300,Census Tract 5003,"Census Tract 5003, Los Angeles County, California",6,37,500300,2904,2904,847.6814,3.425815486,2904,1812,16,0,483,0,438,155,1610,101,23
6037500402,Census Tract 5004.02,"Census Tract 5004.02, Los Angeles County, California",6,37,500402,4745,4745,9147.541,0.51871862,4745,1968,0,22,24,0,2546,185,4655,185,0
6037500403,Census Tract 5004.03,"Census Tract 5004.03, Los Angeles County, California",6,37,500403,3896,3896,4904.553,0.794363912,3896,2452,0,79,323,0,1022,20,3347,7,0
6037500404,Census Tract 5004.04,"Census Tract 5004.04, Los Angeles County, California",6,37,500404,4764,4764,10343.88,0.460562366,4764,2216,110,0,390,0,1992,56,3922,16,0
6037500500,Census Tract 5005,"Census Tract 5005, Los Angeles County, California",6,37,500500,2849,2849,10180.95,0.279836432,2849,1372,36,14,210,0,1186,31,2475,31,0
6037500600,Census Tract 5006,"Census Tract 5006, Los Angeles County, California",6,37,500600,5303,5303,11709.92,0.452863874,5303,2218,0,7,74,0,2918,86,5132,86,12
6037500700,Census Tract 5007,"Census Tract 5007, Los Angeles County, California",6,37,500700,7161,7161,7144.347,1.002330899,7161,4230,7,25,72,0,2609,218,6702,195,0
6037500800,Census Tract 5008,"Census Tract 5008, Los Angeles County, California",6,37,500800,5813,5813,8308.495,0.699645327,5813,2949,134,147,71,0,2414,98,5168,84,0
6037500900,Census Tract 5009,"Census Tract 5009, Los Angeles County, California",6,37,500900,6135,6135,11221.52,0.546717591,6135,3164,121,43,179,4,2429,195,5544,177,19
6037501001,Census Tract 5010.01,"Census Tract 5010.01, Los Angeles County, California",6,37,501001,3305,3305,11066.65,0.298645013,3305,1090,0,95,11,0,2059,50,3143,44,0
6037501002,Census Tract 5010.02,"Census Tract 5010.02, Los Angeles County, California",6,37,501002,5159,5159,9084.181,0.567910353,5159,2149,105,28,77,0,2644,156,4264,141,0
6037501200,Census Tract 5012,"Census Tract 5012, Los Angeles County, California",6,37,501200,4877,4877,8910.681,0.547320683,4877,2344,117,27,483,0,1725,181,3429,150,0
6037501300,Census Tract 5013,"Census Tract 5013, Los Angeles County, California",6,37,501300,7118,7118,9186.556,0.774827914,7118,3595,68,30,269,0,2833,323,5371,244,52
6037501400,Census Tract 5014,"Census Tract 5014, Los Angeles County, California",6,37,501400,3793,3793,9196.624,0.412433957,3793,1579,82,101,122,0,1872,37,3262,37,15
6037501501,Census Tract 5015.01,"Census Tract 5015.01, Los Angeles County, California",6,37,501501,2365,2365,982.1503,2.407981813,2365,1314,0,6,236,0,635,174,1332,112,0
6037501503,Census Tract 5015.03,"Census Tract 5015.03, Los Angeles County, California",6,37,501503,5247,5247,16885.75,0.310735417,5247,2227,38,126,112,0,2405,339,3812,231,0
6037501504,Census Tract 5015.04,"Census Tract 5015.04, Los Angeles County, California",6,37,501504,3359,3359,11668.99,0.287856932,3359,1187,18,25,222,0,1791,116,2589,75,0
6037501600,Census Tract 5016,"Census Tract 5016, Los Angeles County, California",6,37,501600,7603,7603,2014.394,3.774336406,7603,4921,146,58,775,31,1581,91,3848,49,9
6037501700,Census Tract 5017,"Census Tract 5017, Los Angeles County, California",6,37,501700,3524,3524,6555.523,0.53756195,3524,2816,61,0,124,0,460,63,1966,63,0
6037501802,Census Tract 5018.02,"Census Tract 5018.02, Los Angeles County, California",6,37,501802,3485,3485,11640.27,0.299391735,3485,1642,168,0,59,0,1549,67,2662,32,4
6037501803,Census Tract 5018.03,"Census Tract 5018.03, Los Angeles County, California",6,37,501803,4396,4396,19217.58,0.228748936,4396,1729,103,39,41,0,2399,85,3522,85,0
6037501804,Census Tract 5018.04,"Census Tract 5018.04, Los Angeles County, California",6,37,501804,2214,2214,10772.15,0.20552991,2214,867,50,0,43,0,1214,40,1847,29,0
6037501900,Census Tract 5019,"Census Tract 5019, Los Angeles County, California",6,37,501900,4110,4110,7713.263,0.532848415,4110,2184,69,59,72,0,1594,132,2917,86,8
6037502003,Census Tract 5020.03,"Census Tract 5020.03, Los Angeles County, California",6,37,502003,2718,2718,10937.95,0.248492657,2718,1233,18,4,32,0,1404,27,2346,17,0
6037502004,Census Tract 5020.04,"Census Tract 5020.04, Los Angeles County, California",6,37,502004,4326,4326,8393.159,0.515419763,4326,1416,52,0,149,0,2625,84,3776,73,6
6037502005,Census Tract 5020.05,"Census Tract 5020.05, Los Angeles County, California",6,37,502005,5052,5052,12391.91,0.407685287,5052,2224,72,0,83,0,2497,176,3810,117,0
6037502100,Census Tract 5021,"Census Tract 5021, Los Angeles County, California",6,37,502100,5053,5053,6773.255,0.746022375,5053,2515,38,50,48,8,2214,180,4122,179,0
6037502200,Census Tract 5022,"Census Tract 5022, Los Angeles County, California",6,37,502200,6673,6673,9873.737,0.675833247,6673,3327,15,329,61,41,2774,126,5923,101,0
6037502301,Census Tract 5023.01,"Census Tract 5023.01, Los Angeles County, California",6,37,502301,5903,5903,9562.208,0.617326026,5903,1858,58,119,61,0,3463,344,5423,344,0
6037502302,Census Tract 5023.02,"Census Tract 5023.02, Los Angeles County, California",6,37,502302,3234,3234,11159.81,0.28978976,3234,817,66,0,55,10,2215,71,2985,50,0
6037502401,Census Tract 5024.01,"Census Tract 5024.01, Los Angeles County, California",6,37,502401,4965,4965,13600.79,0.365052271,4965,2884,47,0,201,17,1756,60,4246,27,14
6037502402,Census Tract 5024.02,"Census Tract 5024.02, Los Angeles County, California",6,37,502402,3727,3727,12270,0.303748898,3727,2158,2,32,12,4,1449,70,3416,64,0
6037502500,Census Tract 5025,"Census Tract 5025, Los Angeles County, California",6,37,502500,4031,4031,2816.216,1.43135335,4031,2582,29,103,7,21,1280,9,3766,9,0
6037502601,Census Tract 5026.01,"Census Tract 5026.01, Los Angeles County, California",6,37,502601,6855,6855,10042.19,0.682619765,6855,4051,49,23,130,0,2457,145,6341,137,5
6037502602,Census Tract 5026.02,"Census Tract 5026.02, Los Angeles County, California",6,37,502602,4320,4320,8855.494,0.487832762,4320,2732,0,0,85,0,1364,139,3773,97,0
6037502700,Census Tract 5027,"Census Tract 5027, Los Angeles County, California",6,37,502700,6820,6820,2529.81,2.695854189,6820,3214,379,155,207,0,2626,239,5397,200,0
6037502801,Census Tract 5028.01,"Census Tract 5028.01, Los Angeles County, California",6,37,502801,6523,6523,7597.602,0.858560349,6523,3755,63,100,69,0,2310,226,5490,185,0
6037502802,Census Tract 5028.02,"Census Tract 5028.02, Los Angeles County, California",6,37,502802,3081,3081,2066.2,1.491142816,3081,1188,272,33,884,0,602,102,1441,81,6
6037502901,Census Tract 5029.01,"Census Tract 5029.01, Los Angeles County, California",6,37,502901,5803,5803,12050.5,0.481556671,5803,3069,72,20,186,9,2167,280,4466,193,0
6037502902,Census Tract 5029.02,"Census Tract 5029.02, Los Angeles County, California",6,37,502902,4370,4370,2937.478,1.487670599,4370,1414,15,99,134,18,2640,50,3868,11,0
6037503000,Census Tract 5030,"Census Tract 5030, Los Angeles County, California",6,37,503000,5654,5654,11021.16,0.513013188,5654,2267,0,66,161,0,2971,189,4941,168,0
6037503103,Census Tract 5031.03,"Census Tract 5031.03, Los Angeles County, California",6,37,503103,5307,5307,12663.83,0.419067579,5307,1793,10,26,243,0,3100,135,4345,47,7
6037503104,Census Tract 5031.04,"Census Tract 5031.04, Los Angeles County, California",6,37,503104,2594,2594,12409.82,0.209027995,2594,921,26,35,65,215,1332,0,2120,0,6
6037503105,Census Tract 5031.05,"Census Tract 5031.05, Los Angeles County, California",6,37,503105,4274,4274,10090.75,0.423556403,4274,1376,6,16,422,3,2285,166,3368,166,10
6037503106,Census Tract 5031.06,"Census Tract 5031.06, Los Angeles County, California",6,37,503106,3962,3962,11094.96,0.357098952,3962,1553,8,0,274,0,2052,75,2825,58,0
6037503201,Census Tract 5032.01,"Census Tract 5032.01, Los Angeles County, California",6,37,503201,4087,4087,7870.981,0.519249124,4087,2169,218,0,258,0,1190,252,2718,212,0
6037503202,Census Tract 5032.02,"Census Tract 5032.02, Los Angeles County, California",6,37,503202,5117,5117,11616.23,0.440504358,5117,2031,53,0,364,0,2579,90,3934,67,0
6037503301,Census Tract 5033.01,"Census Tract 5033.01, Los Angeles County, California",6,37,503301,3316,3316,7869.26,0.421386508,3316,2111,24,0,44,0,1025,112,2169,94,0
6037503302,Census Tract 5033.02,"Census Tract 5033.02, Los Angeles County, California",6,37,503302,6716,6716,11252.15,0.596863769,6716,2590,0,26,318,0,3410,372,5177,139,0
6037503401,Census Tract 5034.01,"Census Tract 5034.01, Los Angeles County, California",6,37,503401,6617,6617,8846.097,0.748013504,6617,4131,91,100,363,0,1737,195,3646,119,8
6037503402,Census Tract 5034.02,"Census Tract 5034.02, Los Angeles County, California",6,37,503402,4125,4125,6687.716,0.616802472,4125,2576,25,15,185,0,1167,157,2649,106,0
6037503501,Census Tract 5035.01,"Census Tract 5035.01, Los Angeles County, California",6,37,503501,6329,6329,10602.89,0.596912804,6329,2829,63,86,379,21,2692,259,4495,185,22
6037503502,Census Tract 5035.02,"Census Tract 5035.02, Los Angeles County, California",6,37,503502,4561,4561,9492.602,0.480479446,4561,2267,89,27,119,10,1851,198,3142,170,0
6037503601,Census Tract 5036.01,"Census Tract 5036.01, Los Angeles County, California",6,37,503601,4142,4142,7689.341,0.538667747,4142,2413,263,100,360,9,637,360,1934,239,12
6037503602,Census Tract 5036.02,"Census Tract 5036.02, Los Angeles County, California",6,37,503602,4364,4364,3447.689,1.265775363,4364,2427,19,0,559,0,1147,212,2024,77,5
6037503701,Census Tract 5037.01,"Census Tract 5037.01, Los Angeles County, California",6,37,503701,4933,4933,11035.03,0.447031029,4933,3126,0,43,220,8,1327,209,2659,169,0
6037503702,Census Tract 5037.02,"Census Tract 5037.02, Los Angeles County, California",6,37,503702,5458,5458,8200.653,0.665556752,5458,3397,86,11,321,12,1553,78,3067,12,22
6037503703,Census Tract 5037.03,"Census Tract 5037.03, Los Angeles County, California",6,37,503703,7679,7679,7553.871,1.016564942,7679,2869,21,0,3807,4,675,303,1539,173,31
6037503801,Census Tract 5038.01,"Census Tract 5038.01, Los Angeles County, California",6,37,503801,3847,3847,7776.285,0.494709242,3847,1953,0,72,590,0,912,320,1768,195,0
6037503802,Census Tract 5038.02,"Census Tract 5038.02, Los Angeles County, California",6,37,503802,4721,4721,9228.56,0.511564146,4721,2209,155,28,1219,0,1009,101,1813,19,0
6037503901,Census Tract 5039.01,"Census Tract 5039.01, Los Angeles County, California",6,37,503901,2976,2976,8519.669,0.34930934,2976,1560,27,15,512,0,657,205,1315,89,0
6037503902,Census Tract 5039.02,"Census Tract 5039.02, Los Angeles County, California",6,37,503902,5048,5048,2489.622,2.027617116,5048,3330,51,21,695,15,740,196,2444,51,0
6037504001,Census Tract 5040.01,"Census Tract 5040.01, Los Angeles County, California",6,37,504001,5843,5843,10926.47,0.534756532,5843,3846,98,18,787,10,636,448,1966,146,18
6037504002,Census Tract 5040.02,"Census Tract 5040.02, Los Angeles County, California",6,37,504002,5257,5257,8820.252,0.596014731,5257,2999,192,0,700,0,986,380,2320,309,10
6037504101,Census Tract 5041.01,"Census Tract 5041.01, Los Angeles County, California",6,37,504101,5097,5097,10833.21,0.470497547,5097,1802,213,21,710,0,2080,271,3365,247,0
6037504102,Census Tract 5041.02,"Census Tract 5041.02, Los Angeles County, California",6,37,504102,9,9,3.663414,2.456724896,9,0,0,9,0,0,0,0,0,0,0
6037530003,Census Tract 5300.03,"Census Tract 5300.03, Los Angeles County, California",6,37,530003,3087,3087,2243.195,1.376162361,3087,1832,73,0,605,0,492,85,1740,73,0
6037530004,Census Tract 5300.04,"Census Tract 5300.04, Los Angeles County, California",6,37,530004,3703,3703,7382.825,0.501569505,3703,2203,66,0,551,0,589,294,2304,153,39
6037530005,Census Tract 5300.05,"Census Tract 5300.05, Los Angeles County, California",6,37,530005,4201,4201,4761.187,0.882343084,4201,1330,40,0,2253,0,578,0,1581,0,73
6037530006,Census Tract 5300.06,"Census Tract 5300.06, Los Angeles County, California",6,37,530006,4393,4393,17264.75,0.254449055,4393,2274,22,8,921,0,1019,149,2890,78,0
6037530101,Census Tract 5301.01,"Census Tract 5301.01, Los Angeles County, California",6,37,530101,5371,5371,14061.82,0.38195621,5371,2981,218,3,274,0,1843,52,4376,43,0
6037530102,Census Tract 5301.02,"Census Tract 5301.02, Los Angeles County, California",6,37,530102,4905,4905,9608.575,0.510481516,4905,3126,46,15,458,0,1086,174,3971,145,21
6037530202,Census Tract 5302.02,"Census Tract 5302.02, Los Angeles County, California",6,37,530202,4338,4338,6248.206,0.694279279,4338,2045,4,41,343,0,1760,145,3845,145,0
6037530203,Census Tract 5302.03,"Census Tract 5302.03, Los Angeles County, California",6,37,530203,2917,2917,10257.15,0.284387032,2917,2074,28,21,222,7,536,29,2431,29,0
6037530204,Census Tract 5302.04,"Census Tract 5302.04, Los Angeles County, California",6,37,530204,4035,4035,15599.61,0.258660272,4035,2579,0,40,529,0,835,52,3398,52,20
