FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied
6065043512,"Census Tract 435.12, Riverside County, California","Census Tract 435.12, Riverside County, California",6,65,43512,6386,2317,2003,1552,451
6065043513,"Census Tract 435.13, Riverside County, California","Census Tract 435.13, Riverside County, California",6,65,43513,2924,1025,924,737,187
6065043517,"Census Tract 435.17, Riverside County, California","Census Tract 435.17, Riverside County, California",6,65,43517,7249,1885,1785,1408,377
6065043601,"Census Tract 436.01, Riverside County, California","Census Tract 436.01, Riverside County, California",6,65,43601,4041,1453,1230,641,589
6065043602,"Census Tract 436.02, Riverside County, California","Census Tract 436.02, Riverside County, California",6,65,43602,3748,1284,1214,489,725
6065043701,"Census Tract 437.01, Riverside County, California","Census Tract 437.01, Riverside County, California",6,65,43701,3364,1620,1357,943,414
6065043702,"Census Tract 437.02, Riverside County, California","Census Tract 437.02, Riverside County, California",6,65,43702,5039,1741,1682,1228,454
6065043703,"Census Tract 437.03, Riverside County, California","Census Tract 437.03, Riverside County, California",6,65,43703,2796,1063,928,645,283
6065043802,"Census Tract 438.02, Riverside County, California","Census Tract 438.02, Riverside County, California",6,65,43802,5651,2392,2119,1690,429
6065043807,"Census Tract 438.07, Riverside County, California","Census Tract 438.07, Riverside County, California",6,65,43807,5770,1962,1929,1423,506
6065043809,"Census Tract 438.09, Riverside County, California","Census Tract 438.09, Riverside County, California",6,65,43809,2904,1472,1352,1163,189
6065043810,"Census Tract 438.10, Riverside County, California","Census Tract 438.10, Riverside County, California",6,65,43810,4546,2100,1907,1629,278
6065043811,"Census Tract 438.11, Riverside County, California","Census Tract 438.11, Riverside County, California",6,65,43811,3786,1645,1491,1263,228
6065043812,"Census Tract 438.12, Riverside County, California","Census Tract 438.12, Riverside County, California",6,65,43812,6158,4118,3812,3426,386
6065043813,"Census Tract 438.13, Riverside County, California","Census Tract 438.13, Riverside County, California",6,65,43813,4227,1662,1354,870,484
6065043814,"Census Tract 438.14, Riverside County, California","Census Tract 438.14, Riverside County, California",6,65,43814,901,555,481,481,0
6065043818,"Census Tract 438.18, Riverside County, California","Census Tract 438.18, Riverside County, California",6,65,43818,3973,1250,1157,1011,146
6065043820,"Census Tract 438.20, Riverside County, California","Census Tract 438.20, Riverside County, California",6,65,43820,4387,1619,1440,1306,134
6065043821,"Census Tract 438.21, Riverside County, California","Census Tract 438.21, Riverside County, California",6,65,43821,3072,1067,1032,670,362
6065043822,"Census Tract 438.22, Riverside County, California","Census Tract 438.22, Riverside County, California",6,65,43822,2565,820,703,619,84
6065043823,"Census Tract 438.23, Riverside County, California","Census Tract 438.23, Riverside County, California",6,65,43823,7474,2403,2214,1996,218
6065043900,"Census Tract 439, Riverside County, California","Census Tract 439, Riverside County, California",6,65,43900,6097,2093,1817,1022,795
6065044000,"Census Tract 440, Riverside County, California","Census Tract 440, Riverside County, California",6,65,44000,2010,752,587,179,408
6065044101,"Census Tract 441.01, Riverside County, California","Census Tract 441.01, Riverside County, California",6,65,44101,2604,1225,1020,360,660
6065044102,"Census Tract 441.02, Riverside County, California","Census Tract 441.02, Riverside County, California",6,65,44102,2704,1138,1028,555,473
6065044103,"Census Tract 441.03, Riverside County, California","Census Tract 441.03, Riverside County, California",6,65,44103,5869,2734,2595,1979,616
6065044104,"Census Tract 441.04, Riverside County, California","Census Tract 441.04, Riverside County, California",6,65,44104,3147,1085,1070,813,257
6065044200,"Census Tract 442, Riverside County, California","Census Tract 442, Riverside County, California",6,65,44200,5045,2121,1576,706,870
6065044300,"Census Tract 443, Riverside County, California","Census Tract 443, Riverside County, California",6,65,44300,5253,1558,1425,772,653
6065044402,"Census Tract 444.02, Riverside County, California","Census Tract 444.02, Riverside County, California",6,65,44402,5359,2893,2124,1729,395
6065044403,"Census Tract 444.03, Riverside County, California","Census Tract 444.03, Riverside County, California",6,65,44403,3680,1751,1240,972,268
6065044404,"Census Tract 444.04, Riverside County, California","Census Tract 444.04, Riverside County, California",6,65,44404,1227,1715,502,413,89
6065044405,"Census Tract 444.05, Riverside County, California","Census Tract 444.05, Riverside County, California",6,65,44405,1267,2515,550,384,166
6065044505,"Census Tract 445.05, Riverside County, California","Census Tract 445.05, Riverside County, California",6,65,44505,6297,3064,2224,1701,523
6065044507,"Census Tract 445.07, Riverside County, California","Census Tract 445.07, Riverside County, California",6,65,44507,6329,2457,1873,1027,846
6065044509,"Census Tract 445.09, Riverside County, California","Census Tract 445.09, Riverside County, California",6,65,44509,4314,1849,1432,416,1016
6065044510,"Census Tract 445.10, Riverside County, California","Census Tract 445.10, Riverside County, California",6,65,44510,5847,2381,1832,536,1296
6065044515,"Census Tract 445.15, Riverside County, California","Census Tract 445.15, Riverside County, California",6,65,44515,3649,1362,1140,803,337
6065044516,"Census Tract 445.16, Riverside County, California","Census Tract 445.16, Riverside County, California",6,65,44516,6484,2611,2114,1193,921
6065044517,"Census Tract 445.17, Riverside County, California","Census Tract 445.17, Riverside County, California",6,65,44517,2246,1526,1060,788,272
6065044518,"Census Tract 445.18, Riverside County, California","Census Tract 445.18, Riverside County, California",6,65,44518,5615,2462,2079,1202,877
6065044520,"Census Tract 445.20, Riverside County, California","Census Tract 445.20, Riverside County, California",6,65,44520,1535,960,647,538,109
6065044521,"Census Tract 445.21, Riverside County, California","Census Tract 445.21, Riverside County, California",6,65,44521,644,540,237,177,60
6065044522,"Census Tract 445.22, Riverside County, California","Census Tract 445.22, Riverside County, California",6,65,44522,5070,2759,1940,1564,376
6065044602,"Census Tract 446.02, Riverside County, California","Census Tract 446.02, Riverside County, California",6,65,44602,3015,2233,1549,699,850
